table_type,table_no,effective_date,trading_date,code,currency_name_pl,mid,bid,ask
A,090/A/NBP/2026,2026-05-12,,MXN,peso meksykańskie,0.2096,,
A,090/A/NBP/2026,2026-05-12,,MYR,ringgit (Malezja),0.9193,,
A,090/A/NBP/2026,2026-05-12,,NOK,korona norweska,0.3943,,
A,090/A/NBP/2026,2026-05-12,,NZD,dolar nowozelandzki,2.1501,,
A,090/A/NBP/2026,2026-05-12,,PHP,peso filipińskie,0.0588,,
A,090/A/NBP/2026,2026-05-12,,RON,lej rumuński,0.8148,,
A,090/A/NBP/2026,2026-05-12,,SEK,korona szwedzka,0.3902,,
A,090/A/NBP/2026,2026-05-12,,SGD,dolar singapurski,2.8411,,
A,090/A/NBP/2026,2026-05-12,,THB,bat (Tajlandia),0.1116,,
A,090/A/NBP/2026,2026-05-12,,TRY,lira turecka,0.0796,,
A,090/A/NBP/2026,2026-05-12,,UAH,hrywna (Ukraina),0.0822,,
A,090/A/NBP/2026,2026-05-12,,USD,dolar amerykański,3.6167,,
A,090/A/NBP/2026,2026-05-12,,XDR,SDR (MFW),4.9658,,
A,090/A/NBP/2026,2026-05-12,,ZAR,rand (Republika Południowej Afryki),0.2187,,
C,090/C/NBP/2026,2026-05-12,2026-05-11,AUD,dolar australijski,,2.5822,2.6344
C,090/C/NBP/2026,2026-05-12,2026-05-11,CAD,dolar kanadyjski,,2.6062,2.6588
C,090/C/NBP/2026,2026-05-12,2026-05-11,CHF,frank szwajcarski,,4.5784,4.6708
C,090/C/NBP/2026,2026-05-12,2026-05-11,CZK,korona czeska,,0.1725,0.1759
C,090/C/NBP/2026,2026-05-12,2026-05-11,DKK,korona duńska,,0.5614,0.5728
C,090/C/NBP/2026,2026-05-12,2026-05-11,EUR,euro,,4.1951,4.2799
C,090/C/NBP/2026,2026-05-12,2026-05-11,GBP,funt szterling,,4.8496,4.9476
C,090/C/NBP/2026,2026-05-12,2026-05-11,HUF,forint (Węgry),,0.011807,0.012045
C,090/C/NBP/2026,2026-05-12,2026-05-11,JPY,jen (Japonia),,0.022667,0.023125
C,090/C/NBP/2026,2026-05-12,2026-05-11,NOK,korona norweska,,0.3874,0.3952
C,090/C/NBP/2026,2026-05-12,2026-05-11,SEK,korona szwedzka,,0.3861,0.3939
C,090/C/NBP/2026,2026-05-12,2026-05-11,USD,dolar amerykański,,3.5595,3.6315
C,090/C/NBP/2026,2026-05-12,2026-05-11,XDR,SDR (MFW),,4.9057,5.0049
A,091/A/NBP/2026,2026-05-13,,AUD,dolar australijski,2.6309,,
A,091/A/NBP/2026,2026-05-13,,BRL,real (Brazylia),0.7429,,
A,091/A/NBP/2026,2026-05-13,,CAD,dolar kanadyjski,2.6525,,
A,091/A/NBP/2026,2026-05-13,,CHF,frank szwajcarski,4.6446,,
A,091/A/NBP/2026,2026-05-13,,CLP,peso chilijskie,0.004053,,
A,091/A/NBP/2026,2026-05-13,,CNY,yuan renminbi (Chiny),0.535,,
A,091/A/NBP/2026,2026-05-13,,CZK,korona czeska,0.1747,,
A,091/A/NBP/2026,2026-05-13,,DKK,korona duńska,0.5691,,
A,091/A/NBP/2026,2026-05-13,,EUR,euro,4.2524,,
A,091/A/NBP/2026,2026-05-13,,GBP,funt szterling,4.9141,,
A,091/A/NBP/2026,2026-05-13,,HKD,dolar Hongkongu,0.4641,,
A,091/A/NBP/2026,2026-05-13,,HUF,forint (Węgry),0.011842,,
A,091/A/NBP/2026,2026-05-13,,IDR,rupia indonezyjska,0.00020805,,
A,091/A/NBP/2026,2026-05-13,,ILS,nowy izraelski szekel,1.252,,
A,091/A/NBP/2026,2026-05-13,,INR,rupia indyjska,0.037946,,
A,091/A/NBP/2026,2026-05-13,,ISK,korona islandzka,0.029613,,
A,091/A/NBP/2026,2026-05-13,,JPY,jen (Japonia),0.023025,,
A,091/A/NBP/2026,2026-05-13,,KRW,won południowokoreański,0.002438,,
A,091/A/NBP/2026,2026-05-13,,MXN,peso meksykańskie,0.2109,,
A,091/A/NBP/2026,2026-05-13,,MYR,ringgit (Malezja),0.9246,,
A,091/A/NBP/2026,2026-05-13,,NOK,korona norweska,0.3957,,
A,091/A/NBP/2026,2026-05-13,,NZD,dolar nowozelandzki,2.1546,,
A,091/A/NBP/2026,2026-05-13,,PHP,peso filipińskie,0.0592,,
A,091/A/NBP/2026,2026-05-13,,RON,lej rumuński,0.8169,,
A,091/A/NBP/2026,2026-05-13,,SEK,korona szwedzka,0.3901,,
A,091/A/NBP/2026,2026-05-13,,SGD,dolar singapurski,2.8557,,
A,091/A/NBP/2026,2026-05-13,,THB,bat (Tajlandia),0.1122,,
A,091/A/NBP/2026,2026-05-13,,TRY,lira turecka,0.0799,,
A,091/A/NBP/2026,2026-05-13,,UAH,hrywna (Ukraina),0.0826,,
A,091/A/NBP/2026,2026-05-13,,USD,dolar amerykański,3.6336,,
A,091/A/NBP/2026,2026-05-13,,XDR,SDR (MFW),4.9764,,
A,091/A/NBP/2026,2026-05-13,,ZAR,rand (Republika Południowej Afryki),0.2206,,
B,019/B/NBP/2026,2026-05-13,,AED,dirham ZEA (Zjednoczone Emiraty Arabskie),0.989,,
B,019/B/NBP/2026,2026-05-13,,AFN,afgani (Afganistan),0.056976,,
B,019/B/NBP/2026,2026-05-13,,ALL,lek (Albania),0.044542,,
B,019/B/NBP/2026,2026-05-13,,AMD,dram (Armenia),0.009884,,
B,019/B/NBP/2026,2026-05-13,,AOA,kwanza (Angola),0.003949,,
B,019/B/NBP/2026,2026-05-13,,ARS,peso argentyńskie,0.002623,,
B,019/B/NBP/2026,2026-05-13,,AWG,florin arubański,2.0068,,
B,019/B/NBP/2026,2026-05-13,,AZN,manat azerbejdżański,2.1367,,
B,019/B/NBP/2026,2026-05-13,,BAM,wymienialna marka (Bośnia i Hercegowina),2.1688,,
B,019/B/NBP/2026,2026-05-13,,BBD,dolar barbadoski,1.8035,,
B,019/B/NBP/2026,2026-05-13,,BDT,taka (Bangladesz),0.029591,,
B,019/B/NBP/2026,2026-05-13,,BHD,dinar bahrajski,9.6306,,
B,019/B/NBP/2026,2026-05-13,,BIF,frank burundyjski,0.00122,,
B,019/B/NBP/2026,2026-05-13,,BND,dolar brunejski,2.8543,,
B,019/B/NBP/2026,2026-05-13,,BOB,boliwiano (Boliwia),0.5245,,
B,019/B/NBP/2026,2026-05-13,,BSD,dolar bahamski,3.6336,,
B,019/B/NBP/2026,2026-05-13,,BWP,pula (Botswana),0.2696,,
B,019/B/NBP/2026,2026-05-13,,BYN,rubel białoruski,1.3013,,
B,019/B/NBP/2026,2026-05-13,,BZD,dolar belizeński,1.8061,,
B,019/B/NBP/2026,2026-05-13,,CDF,frank kongijski (Dem. Republika Konga),0.001593,,
B,019/B/NBP/2026,2026-05-13,,COP,peso kolumbijskie,0.000962,,
B,019/B/NBP/2026,2026-05-13,,CRC,colon kostarykański,0.00798,,
B,019/B/NBP/2026,2026-05-13,,CUP,peso kubańskie,3.6336,,
B,019/B/NBP/2026,2026-05-13,,CVE,escudo Zielonego Przylądka,0.0384,,
B,019/B/NBP/2026,2026-05-13,,DJF,frank Dżibuti,0.020398,,
B,019/B/NBP/2026,2026-05-13,,DOP,peso dominikańskie,0.0617,,
B,019/B/NBP/2026,2026-05-13,,DZD,dinar algierski,0.027412,,
B,019/B/NBP/2026,2026-05-13,,EGP,funt egipski,0.0688,,
B,019/B/NBP/2026,2026-05-13,,ERN,nakfa (Erytrea),0.2409,,
B,019/B/NBP/2026,2026-05-13,,ETB,birr etiopski,0.0233,,
B,019/B/NBP/2026,2026-05-13,,FJD,dolar Fidżi,1.6599,,
B,019/B/NBP/2026,2026-05-13,,GEL,lari (Gruzja),1.3549,,
B,019/B/NBP/2026,2026-05-13,,GHS,Ghana cedi ,0.3209,,
B,019/B/NBP/2026,2026-05-13,,GIP,funt gibraltarski,4.9141,,
B,019/B/NBP/2026,2026-05-13,,GMD,dalasi (Gambia),0.049,,
B,019/B/NBP/2026,2026-05-13,,GNF,frank gwinejski,0.000414,,
B,019/B/NBP/2026,2026-05-13,,GTQ,quetzal (Gwatemala),0.4761,,
B,019/B/NBP/2026,2026-05-13,,GYD,dolar gujański,0.017362,,
B,019/B/NBP/2026,2026-05-13,,HNL,lempira (Honduras),0.1366,,
B,019/B/NBP/2026,2026-05-13,,HTG,gourde (Haiti),0.0278,,
B,019/B/NBP/2026,2026-05-13,,IQD,dinar iracki,0.002773,,
B,019/B/NBP/2026,2026-05-13,,IRR,rial irański,2.77e-06,,
B,019/B/NBP/2026,2026-05-13,,JMD,dolar jamajski,0.023,,
B,019/B/NBP/2026,2026-05-13,,JOD,dinar jordański,5.1231,,
B,019/B/NBP/2026,2026-05-13,,KES,szyling kenijski,0.028114,,
B,019/B/NBP/2026,2026-05-13,,KGS,som (Kirgistan),0.0415,,
B,019/B/NBP/2026,2026-05-13,,KHR,riel (Kambodża),0.000905,,
B,019/B/NBP/2026,2026-05-13,,KMF,frank Komorów,0.008652,,
B,019/B/NBP/2026,2026-05-13,,KWD,dinar kuwejcki,11.8567,,
B,019/B/NBP/2026,2026-05-13,,KZT,tenge (Kazachstan),0.00777,,
B,019/B/NBP/2026,2026-05-13,,LAK,kip (Laos),0.000166,,
B,019/B/NBP/2026,2026-05-13,,LBP,funt libański,4.1e-05,,
B,019/B/NBP/2026,2026-05-13,,LKR,rupia lankijska,0.011194,,
B,019/B/NBP/2026,2026-05-13,,LRD,dolar liberyjski,0.0198,,
B,019/B/NBP/2026,2026-05-13,,LSL,loti (Lesotho),0.2206,,
B,019/B/NBP/2026,2026-05-13,,LYD,dinar libijski,0.5743,,
B,019/B/NBP/2026,2026-05-13,,MAD,dirham marokański,0.3964,,
B,019/B/NBP/2026,2026-05-13,,MDL,lej Mołdawii,0.2118,,
B,019/B/NBP/2026,2026-05-13,,MGA,ariary (Madagaskar),0.000868,,
B,019/B/NBP/2026,2026-05-13,,MKD,denar (Macedonia Północna),0.069162,,
B,019/B/NBP/2026,2026-05-13,,MMK,"kyat (Myanmar, Birma)",0.00173,,
B,019/B/NBP/2026,2026-05-13,,MNT,tugrik (Mongolia),0.001015,,
B,019/B/NBP/2026,2026-05-13,,MOP,pataca (Makau),0.4502,,
B,019/B/NBP/2026,2026-05-13,,MRU,ouguiya (Mauretania),0.0905,,
B,019/B/NBP/2026,2026-05-13,,MUR,rupia Mauritiusu,0.0776,,
B,019/B/NBP/2026,2026-05-13,,MVR,rupia (Malediwy),0.235,,
B,019/B/NBP/2026,2026-05-13,,MWK,kwacha malawijska,0.002095,,
B,019/B/NBP/2026,2026-05-13,,MZN,metical (Mozambik),0.0568,,
B,019/B/NBP/2026,2026-05-13,,NAD,dolar namibijski,0.2206,,
B,019/B/NBP/2026,2026-05-13,,NGN,naira (Nigeria),0.00265,,
B,019/B/NBP/2026,2026-05-13,,NIO,cordoba oro (Nikaragua),0.0987,,
B,019/B/NBP/2026,2026-05-13,,NPR,rupia nepalska,0.023715,,
B,019/B/NBP/2026,2026-05-13,,OMR,rial omański,9.4346,,
B,019/B/NBP/2026,2026-05-13,,PAB,balboa (Panama),3.6336,,
B,019/B/NBP/2026,2026-05-13,,PEN,sol (Peru),1.0581,,
B,019/B/NBP/2026,2026-05-13,,PGK,kina (Papua-Nowa Gwinea),0.8217,,
B,019/B/NBP/2026,2026-05-13,,PKR,rupia pakistańska,0.013,,
B,019/B/NBP/2026,2026-05-13,,PYG,guarani (Paragwaj),0.000594,,
B,019/B/NBP/2026,2026-05-13,,QAR,rial katarski,0.9965,,
B,019/B/NBP/2026,2026-05-13,,RSD,dinar serbski,0.0362,,
B,019/B/NBP/2026,2026-05-13,,RUB,rubel rosyjski,0.0495,,
B,019/B/NBP/2026,2026-05-13,,RWF,frank rwandyjski,0.002477,,
B,019/B/NBP/2026,2026-05-13,,SAR,rial saudyjski,0.968,,
B,019/B/NBP/2026,2026-05-13,,SBD,dolar Wysp Salomona,0.4577,,
B,019/B/NBP/2026,2026-05-13,,SCR,rupia seszelska,0.2603,,
B,019/B/NBP/2026,2026-05-13,,SDG,funt sudański,0.006052,,
B,019/B/NBP/2026,2026-05-13,,SLE,leone (Sierra Leone),0.1477,,
B,019/B/NBP/2026,2026-05-13,,SOS,szyling somalijski,0.006356,,
B,019/B/NBP/2026,2026-05-13,,SRD,dolar surinamski,0.0977,,
B,019/B/NBP/2026,2026-05-13,,SSP,funt południowosudański,0.000772,,
B,019/B/NBP/2026,2026-05-13,,STN,dobra (Wyspy Świętego Tomasza i Książęca),0.1718,,
B,019/B/NBP/2026,2026-05-13,,SVC,colon salwadorski,0.4149,,
B,019/B/NBP/2026,2026-05-13,,SYP,funt syryjski,0.031449,,
B,019/B/NBP/2026,2026-05-13,,SZL,lilangeni (Eswatini),0.2207,,
B,019/B/NBP/2026,2026-05-13,,TJS,somoni (Tadżykistan),0.3882,,
B,019/B/NBP/2026,2026-05-13,,TMT,nowy manat (Turkmenistan),1.0384,,
B,019/B/NBP/2026,2026-05-13,,TND,dinar tunezyjski,1.256,,
B,019/B/NBP/2026,2026-05-13,,TOP,pa'anga (Tonga),1.5435,,
B,019/B/NBP/2026,2026-05-13,,TTD,dolar Trynidadu i Tobago,0.5354,,
B,019/B/NBP/2026,2026-05-13,,TWD,nowy dolar tajwański,0.1152,,
B,019/B/NBP/2026,2026-05-13,,TZS,szyling tanzański,0.001394,,
B,019/B/NBP/2026,2026-05-13,,UGX,szyling ugandyjski,0.000969,,
B,019/B/NBP/2026,2026-05-13,,UYU,peso urugwajskie,0.0914,,
B,019/B/NBP/2026,2026-05-13,,UZS,sum (Uzbekistan),0.000299,,
B,019/B/NBP/2026,2026-05-13,,VES,boliwar soberano (Wenezuela),0.0072,,
B,019/B/NBP/2026,2026-05-13,,VND,dong (Wietnam),0.00013786,,
B,019/B/NBP/2026,2026-05-13,,VUV,vatu (Vanuatu),0.030542,,
B,019/B/NBP/2026,2026-05-13,,WST,tala (Samoa),1.3478,,
B,019/B/NBP/2026,2026-05-13,,XAF,frank CFA BEAC,0.006481,,
B,019/B/NBP/2026,2026-05-13,,XCD,dolar wschodniokaraibski,1.3436,,
B,019/B/NBP/2026,2026-05-13,,XCG,gulden karaibski,2.0155,,
B,019/B/NBP/2026,2026-05-13,,XOF,frank CFA BCEAO ,0.006507,,
B,019/B/NBP/2026,2026-05-13,,XPF,frank CFP  ,0.035674,,
B,019/B/NBP/2026,2026-05-13,,YER,rial jemeński,0.015227,,
B,019/B/NBP/2026,2026-05-13,,ZMW,kwacha zambijska,0.1924,,
B,019/B/NBP/2026,2026-05-13,,ZWG,złoto Zimbabwe,0.141,,
C,091/C/NBP/2026,2026-05-13,2026-05-12,AUD,dolar australijski,,2.5877,2.6399
C,091/C/NBP/2026,2026-05-13,2026-05-12,CAD,dolar kanadyjski,,2.6141,2.6669
C,091/C/NBP/2026,2026-05-13,2026-05-12,CHF,frank szwajcarski,,4.5844,4.677
C,091/C/NBP/2026,2026-05-13,2026-05-12,CZK,korona czeska,,0.173,0.1764
C,091/C/NBP/2026,2026-05-13,2026-05-12,DKK,korona duńska,,0.5628,0.5742
C,091/C/NBP/2026,2026-05-13,2026-05-12,EUR,euro,,4.2055,4.2905
C,091/C/NBP/2026,2026-05-13,2026-05-12,GBP,funt szterling,,4.8437,4.9415
C,091/C/NBP/2026,2026-05-13,2026-05-12,HUF,forint (Węgry),,0.011763,0.012001
C,091/C/NBP/2026,2026-05-13,2026-05-12,JPY,jen (Japonia),,0.022741,0.023201
C,091/C/NBP/2026,2026-05-13,2026-05-12,NOK,korona norweska,,0.3907,0.3985
C,091/C/NBP/2026,2026-05-13,2026-05-12,SEK,korona szwedzka,,0.3853,0.3931
C,091/C/NBP/2026,2026-05-13,2026-05-12,USD,dolar amerykański,,3.5851,3.6575
C,091/C/NBP/2026,2026-05-13,2026-05-12,XDR,SDR (MFW),,4.9163,5.0157
A,092/A/NBP/2026,2026-05-14,,AUD,dolar australijski,2.6259,,
A,092/A/NBP/2026,2026-05-14,,BRL,real (Brazylia),0.7224,,
A,092/A/NBP/2026,2026-05-14,,CAD,dolar kanadyjski,2.642,,
A,092/A/NBP/2026,2026-05-14,,CHF,frank szwajcarski,4.6302,,
A,092/A/NBP/2026,2026-05-14,,CLP,peso chilijskie,0.00408,,
A,092/A/NBP/2026,2026-05-14,,CNY,yuan renminbi (Chiny),0.5336,,
A,092/A/NBP/2026,2026-05-14,,CZK,korona czeska,0.1743,,
A,092/A/NBP/2026,2026-05-14,,DKK,korona duńska,0.5674,,
A,092/A/NBP/2026,2026-05-14,,EUR,euro,4.2401,,
A,092/A/NBP/2026,2026-05-14,,GBP,funt szterling,4.8948,,
A,092/A/NBP/2026,2026-05-14,,HKD,dolar Hongkongu,0.4622,,
A,092/A/NBP/2026,2026-05-14,,HUF,forint (Węgry),0.011848,,
A,092/A/NBP/2026,2026-05-14,,IDR,rupia indonezyjska,0.0002073,,
A,092/A/NBP/2026,2026-05-14,,ILS,nowy izraelski szekel,1.2457,,
A,092/A/NBP/2026,2026-05-14,,INR,rupia indyjska,0.03778,,
A,092/A/NBP/2026,2026-05-14,,ISK,korona islandzka,0.029527,,
A,092/A/NBP/2026,2026-05-14,,JPY,jen (Japonia),0.02293,,
A,092/A/NBP/2026,2026-05-14,,KRW,won południowokoreański,0.002429,,
A,092/A/NBP/2026,2026-05-14,,MXN,peso meksykańskie,0.2106,,
A,092/A/NBP/2026,2026-05-14,,MYR,ringgit (Malezja),0.9209,,
A,092/A/NBP/2026,2026-05-14,,NOK,korona norweska,0.3938,,
A,092/A/NBP/2026,2026-05-14,,NZD,dolar nowozelandzki,2.1504,,
A,092/A/NBP/2026,2026-05-14,,PHP,peso filipińskie,0.0588,,
A,092/A/NBP/2026,2026-05-14,,RON,lej rumuński,0.8143,,
A,092/A/NBP/2026,2026-05-14,,SEK,korona szwedzka,0.3886,,
A,092/A/NBP/2026,2026-05-14,,SGD,dolar singapurski,2.844,,
A,092/A/NBP/2026,2026-05-14,,THB,bat (Tajlandia),0.112,,
A,092/A/NBP/2026,2026-05-14,,TRY,lira turecka,0.0795,,
A,092/A/NBP/2026,2026-05-14,,UAH,hrywna (Ukraina),0.0824,,
A,092/A/NBP/2026,2026-05-14,,USD,dolar amerykański,3.6205,,
A,092/A/NBP/2026,2026-05-14,,XDR,SDR (MFW),4.9669,,
A,092/A/NBP/2026,2026-05-14,,ZAR,rand (Republika Południowej Afryki),0.2206,,
C,092/C/NBP/2026,2026-05-14,2026-05-13,AUD,dolar australijski,,2.6034,2.656
C,092/C/NBP/2026,2026-05-14,2026-05-13,CAD,dolar kanadyjski,,2.6209,2.6739
C,092/C/NBP/2026,2026-05-14,2026-05-13,CHF,frank szwajcarski,,4.5937,4.6865
C,092/C/NBP/2026,2026-05-14,2026-05-13,CZK,korona czeska,,0.1729,0.1763
C,092/C/NBP/2026,2026-05-14,2026-05-13,DKK,korona duńska,,0.5629,0.5743
C,092/C/NBP/2026,2026-05-14,2026-05-13,EUR,euro,,4.2069,4.2919
C,092/C/NBP/2026,2026-05-14,2026-05-13,GBP,funt szterling,,4.8548,4.9528
C,092/C/NBP/2026,2026-05-14,2026-05-13,HUF,forint (Węgry),,0.01175,0.011988
C,092/C/NBP/2026,2026-05-14,2026-05-13,JPY,jen (Japonia),,0.02277,0.02323
C,092/C/NBP/2026,2026-05-14,2026-05-13,NOK,korona norweska,,0.3915,0.3995
C,092/C/NBP/2026,2026-05-14,2026-05-13,SEK,korona szwedzka,,0.3852,0.393
C,092/C/NBP/2026,2026-05-14,2026-05-13,USD,dolar amerykański,,3.5924,3.665
C,092/C/NBP/2026,2026-05-14,2026-05-13,XDR,SDR (MFW),,4.9232,5.0226
A,093/A/NBP/2026,2026-05-15,,AUD,dolar australijski,2.614,,
A,093/A/NBP/2026,2026-05-15,,BRL,real (Brazylia),0.7327,,
A,093/A/NBP/2026,2026-05-15,,CAD,dolar kanadyjski,2.6566,,
A,093/A/NBP/2026,2026-05-15,,CHF,frank szwajcarski,4.6482,,
A,093/A/NBP/2026,2026-05-15,,CLP,peso chilijskie,0.004086,,
A,093/A/NBP/2026,2026-05-15,,CNY,yuan renminbi (Chiny),0.5368,,
A,093/A/NBP/2026,2026-05-15,,CZK,korona czeska,0.1746,,
A,093/A/NBP/2026,2026-05-15,,DKK,korona duńska,0.5686,,
A,093/A/NBP/2026,2026-05-15,,EUR,euro,4.2489,,
A,093/A/NBP/2026,2026-05-15,,GBP,funt szterling,4.8745,,
A,093/A/NBP/2026,2026-05-15,,HKD,dolar Hongkongu,0.4665,,
A,093/A/NBP/2026,2026-05-15,,HUF,forint (Węgry),0.011806,,
A,093/A/NBP/2026,2026-05-15,,IDR,rupia indonezyjska,0.00020914,,
A,093/A/NBP/2026,2026-05-15,,ILS,nowy izraelski szekel,1.2528,,
A,093/A/NBP/2026,2026-05-15,,INR,rupia indyjska,0.038069,,
A,093/A/NBP/2026,2026-05-15,,ISK,korona islandzka,0.029588,,
A,093/A/NBP/2026,2026-05-15,,JPY,jen (Japonia),0.023035,,
A,093/A/NBP/2026,2026-05-15,,KRW,won południowokoreański,0.002434,,
A,093/A/NBP/2026,2026-05-15,,MXN,peso meksykańskie,0.2104,,
A,093/A/NBP/2026,2026-05-15,,MYR,ringgit (Malezja),0.9247,,
A,093/A/NBP/2026,2026-05-15,,NOK,korona norweska,0.3919,,
A,093/A/NBP/2026,2026-05-15,,NZD,dolar nowozelandzki,2.1365,,
A,093/A/NBP/2026,2026-05-15,,PHP,peso filipińskie,0.0592,,
A,093/A/NBP/2026,2026-05-15,,RON,lej rumuński,0.8164,,
A,093/A/NBP/2026,2026-05-15,,SEK,korona szwedzka,0.3876,,
A,093/A/NBP/2026,2026-05-15,,SGD,dolar singapurski,2.8543,,
A,093/A/NBP/2026,2026-05-15,,THB,bat (Tajlandia),0.1119,,
A,093/A/NBP/2026,2026-05-15,,TRY,lira turecka,0.0801,,
A,093/A/NBP/2026,2026-05-15,,UAH,hrywna (Ukraina),0.0828,,
A,093/A/NBP/2026,2026-05-15,,USD,dolar amerykański,3.6525,,
A,093/A/NBP/2026,2026-05-15,,XDR,SDR (MFW),4.9827,,
A,093/A/NBP/2026,2026-05-15,,ZAR,rand (Republika Południowej Afryki),0.2193,,
C,093/C/NBP/2026,2026-05-15,2026-05-14,AUD,dolar australijski,,2.5922,2.6446
C,093/C/NBP/2026,2026-05-15,2026-05-14,CAD,dolar kanadyjski,,2.6155,2.6683
C,093/C/NBP/2026,2026-05-15,2026-05-14,CHF,frank szwajcarski,,4.589,4.6818
C,093/C/NBP/2026,2026-05-15,2026-05-14,CZK,korona czeska,,0.1727,0.1761
C,093/C/NBP/2026,2026-05-15,2026-05-14,DKK,korona duńska,,0.5616,0.573
C,093/C/NBP/2026,2026-05-15,2026-05-14,EUR,euro,,4.1967,4.2815
C,093/C/NBP/2026,2026-05-15,2026-05-14,GBP,funt szterling,,4.8463,4.9443
C,093/C/NBP/2026,2026-05-15,2026-05-14,HUF,forint (Węgry),,0.011745,0.011983
C,093/C/NBP/2026,2026-05-15,2026-05-14,JPY,jen (Japonia),,0.022734,0.023194
C,093/C/NBP/2026,2026-05-15,2026-05-14,NOK,korona norweska,,0.3879,0.3957
C,093/C/NBP/2026,2026-05-15,2026-05-14,SEK,korona szwedzka,,0.3841,0.3919
C,093/C/NBP/2026,2026-05-15,2026-05-14,USD,dolar amerykański,,3.59,3.6626
C,093/C/NBP/2026,2026-05-15,2026-05-14,XDR,SDR (MFW),,4.9161,5.0155
A,094/A/NBP/2026,2026-05-18,,AUD,dolar australijski,2.6092,,
A,094/A/NBP/2026,2026-05-18,,BRL,real (Brazylia),0.7209,,
A,094/A/NBP/2026,2026-05-18,,CAD,dolar kanadyjski,2.6535,,
A,094/A/NBP/2026,2026-05-18,,CHF,frank szwajcarski,4.6439,,
A,094/A/NBP/2026,2026-05-18,,CLP,peso chilijskie,0.004007,,
A,094/A/NBP/2026,2026-05-18,,CNY,yuan renminbi (Chiny),0.5363,,
A,094/A/NBP/2026,2026-05-18,,CZK,korona czeska,0.1744,,
A,094/A/NBP/2026,2026-05-18,,DKK,korona duńska,0.5678,,
A,094/A/NBP/2026,2026-05-18,,EUR,euro,4.2434,,
A,094/A/NBP/2026,2026-05-18,,GBP,funt szterling,4.8761,,
A,094/A/NBP/2026,2026-05-18,,HKD,dolar Hongkongu,0.4655,,
A,094/A/NBP/2026,2026-05-18,,HUF,forint (Węgry),0.011776,,
A,094/A/NBP/2026,2026-05-18,,IDR,rupia indonezyjska,0.00020658,,
A,094/A/NBP/2026,2026-05-18,,ILS,nowy izraelski szekel,1.2494,,
A,094/A/NBP/2026,2026-05-18,,INR,rupia indyjska,0.037868,,
A,094/A/NBP/2026,2026-05-18,,ISK,korona islandzka,0.02955,,
A,094/A/NBP/2026,2026-05-18,,JPY,jen (Japonia),0.022949,,
A,094/A/NBP/2026,2026-05-18,,KRW,won południowokoreański,0.002435,,
A,094/A/NBP/2026,2026-05-18,,MXN,peso meksykańskie,0.2107,,
A,094/A/NBP/2026,2026-05-18,,MYR,ringgit (Malezja),0.9178,,
A,094/A/NBP/2026,2026-05-18,,NOK,korona norweska,0.3919,,
A,094/A/NBP/2026,2026-05-18,,NZD,dolar nowozelandzki,2.1363,,
A,094/A/NBP/2026,2026-05-18,,PHP,peso filipińskie,0.0591,,
A,094/A/NBP/2026,2026-05-18,,RON,lej rumuński,0.8143,,
A,094/A/NBP/2026,2026-05-18,,SEK,korona szwedzka,0.387,,
A,094/A/NBP/2026,2026-05-18,,SGD,dolar singapurski,2.8505,,
A,094/A/NBP/2026,2026-05-18,,THB,bat (Tajlandia),0.1119,,
A,094/A/NBP/2026,2026-05-18,,TRY,lira turecka,0.08,,
A,094/A/NBP/2026,2026-05-18,,UAH,hrywna (Ukraina),0.0825,,
A,094/A/NBP/2026,2026-05-18,,USD,dolar amerykański,3.6451,,
A,094/A/NBP/2026,2026-05-18,,XDR,SDR (MFW),4.9933,,
A,094/A/NBP/2026,2026-05-18,,ZAR,rand (Republika Południowej Afryki),0.2192,,
C,094/C/NBP/2026,2026-05-18,2026-05-15,AUD,dolar australijski,,2.5847,2.6369
C,094/C/NBP/2026,2026-05-18,2026-05-15,CAD,dolar kanadyjski,,2.6284,2.6816
C,094/C/NBP/2026,2026-05-18,2026-05-15,CHF,frank szwajcarski,,4.5973,4.6901
C,094/C/NBP/2026,2026-05-18,2026-05-15,CZK,korona czeska,,0.1727,0.1761
C,094/C/NBP/2026,2026-05-18,2026-05-15,DKK,korona duńska,,0.5625,0.5739
C,094/C/NBP/2026,2026-05-18,2026-05-15,EUR,euro,,4.2035,4.2885
C,094/C/NBP/2026,2026-05-18,2026-05-15,GBP,funt szterling,,4.8242,4.9216
C,094/C/NBP/2026,2026-05-18,2026-05-15,HUF,forint (Węgry),,0.011659,0.011895
C,094/C/NBP/2026,2026-05-18,2026-05-15,JPY,jen (Japonia),,0.022788,0.023248
C,094/C/NBP/2026,2026-05-18,2026-05-15,NOK,korona norweska,,0.3874,0.3952
C,094/C/NBP/2026,2026-05-18,2026-05-15,SEK,korona szwedzka,,0.3826,0.3904
C,094/C/NBP/2026,2026-05-18,2026-05-15,USD,dolar amerykański,,3.6164,3.6894
C,094/C/NBP/2026,2026-05-18,2026-05-15,XDR,SDR (MFW),,4.9295,5.0291
A,095/A/NBP/2026,2026-05-19,,AUD,dolar australijski,2.5957,,
A,095/A/NBP/2026,2026-05-19,,BRL,real (Brazylia),0.7307,,
A,095/A/NBP/2026,2026-05-19,,CAD,dolar kanadyjski,2.6505,,
A,095/A/NBP/2026,2026-05-19,,CHF,frank szwajcarski,4.6347,,
A,095/A/NBP/2026,2026-05-19,,CLP,peso chilijskie,0.004048,,
