table_type,table_no,effective_date,trading_date,code,currency_name_pl,mid,bid,ask
A,051/A/NBP/2026,2026-03-16,,UAH,hrywna (Ukraina),0.0846,,
A,051/A/NBP/2026,2026-03-16,,USD,dolar amerykański,3.7287,,
A,051/A/NBP/2026,2026-03-16,,XDR,SDR (MFW),5.052,,
A,051/A/NBP/2026,2026-03-16,,ZAR,rand (Republika Południowej Afryki),0.2209,,
C,051/C/NBP/2026,2026-03-16,2026-03-13,AUD,dolar australijski,,2.5913,2.6437
C,051/C/NBP/2026,2026-03-16,2026-03-13,CAD,dolar kanadyjski,,2.6903,2.7447
C,051/C/NBP/2026,2026-03-16,2026-03-13,CHF,frank szwajcarski,,4.6761,4.7705
C,051/C/NBP/2026,2026-03-16,2026-03-13,CZK,korona czeska,,0.1729,0.1763
C,051/C/NBP/2026,2026-03-16,2026-03-13,DKK,korona duńska,,0.5657,0.5771
C,051/C/NBP/2026,2026-03-16,2026-03-13,EUR,euro,,4.2269,4.3123
C,051/C/NBP/2026,2026-03-16,2026-03-13,GBP,funt szterling,,4.8903,4.9891
C,051/C/NBP/2026,2026-03-16,2026-03-13,HUF,forint (Węgry),,0.010812,0.01103
C,051/C/NBP/2026,2026-03-16,2026-03-13,JPY,jen (Japonia),,0.023149,0.023617
C,051/C/NBP/2026,2026-03-16,2026-03-13,NOK,korona norweska,,0.3795,0.3871
C,051/C/NBP/2026,2026-03-16,2026-03-13,SEK,korona szwedzka,,0.3931,0.4011
C,051/C/NBP/2026,2026-03-16,2026-03-13,USD,dolar amerykański,,3.6892,3.7638
C,051/C/NBP/2026,2026-03-16,2026-03-13,XDR,SDR (MFW),,4.9906,5.0914
A,052/A/NBP/2026,2026-03-17,,AUD,dolar australijski,2.6264,,
A,052/A/NBP/2026,2026-03-17,,BRL,real (Brazylia),0.7078,,
A,052/A/NBP/2026,2026-03-17,,CAD,dolar kanadyjski,2.7051,,
A,052/A/NBP/2026,2026-03-17,,CHF,frank szwajcarski,4.7093,,
A,052/A/NBP/2026,2026-03-17,,CLP,peso chilijskie,0.004068,,
A,052/A/NBP/2026,2026-03-17,,CNY,yuan renminbi (Chiny),0.5379,,
A,052/A/NBP/2026,2026-03-17,,CZK,korona czeska,0.1745,,
A,052/A/NBP/2026,2026-03-17,,DKK,korona duńska,0.571,,
A,052/A/NBP/2026,2026-03-17,,EUR,euro,4.2666,,
A,052/A/NBP/2026,2026-03-17,,GBP,funt szterling,4.9402,,
A,052/A/NBP/2026,2026-03-17,,HKD,dolar Hongkongu,0.4727,,
A,052/A/NBP/2026,2026-03-17,,HUF,forint (Węgry),0.010921,,
A,052/A/NBP/2026,2026-03-17,,IDR,rupia indonezyjska,0.00021818,,
A,052/A/NBP/2026,2026-03-17,,ILS,nowy izraelski szekel,1.1911,,
A,052/A/NBP/2026,2026-03-17,,INR,rupia indyjska,0.040106,,
A,052/A/NBP/2026,2026-03-17,,ISK,korona islandzka,0.029712,,
A,052/A/NBP/2026,2026-03-17,,JPY,jen (Japonia),0.023281,,
A,052/A/NBP/2026,2026-03-17,,KRW,won południowokoreański,0.002485,,
A,052/A/NBP/2026,2026-03-17,,MXN,peso meksykańskie,0.2098,,
A,052/A/NBP/2026,2026-03-17,,MYR,ringgit (Malezja),0.9455,,
A,052/A/NBP/2026,2026-03-17,,NOK,korona norweska,0.3848,,
A,052/A/NBP/2026,2026-03-17,,NZD,dolar nowozelandzki,2.1647,,
A,052/A/NBP/2026,2026-03-17,,PHP,peso filipińskie,0.062,,
A,052/A/NBP/2026,2026-03-17,,RON,lej rumuński,0.8376,,
A,052/A/NBP/2026,2026-03-17,,SEK,korona szwedzka,0.3983,,
A,052/A/NBP/2026,2026-03-17,,SGD,dolar singapurski,2.8994,,
A,052/A/NBP/2026,2026-03-17,,THB,bat (Tajlandia),0.1145,,
A,052/A/NBP/2026,2026-03-17,,TRY,lira turecka,0.0837,,
A,052/A/NBP/2026,2026-03-17,,UAH,hrywna (Ukraina),0.0842,,
A,052/A/NBP/2026,2026-03-17,,USD,dolar amerykański,3.7046,,
A,052/A/NBP/2026,2026-03-17,,XDR,SDR (MFW),5.0503,,
A,052/A/NBP/2026,2026-03-17,,ZAR,rand (Republika Południowej Afryki),0.222,,
C,052/C/NBP/2026,2026-03-17,2026-03-16,AUD,dolar australijski,,2.5988,2.6514
C,052/C/NBP/2026,2026-03-17,2026-03-16,CAD,dolar kanadyjski,,2.6924,2.7468
C,052/C/NBP/2026,2026-03-17,2026-03-16,CHF,frank szwajcarski,,4.6679,4.7623
C,052/C/NBP/2026,2026-03-17,2026-03-16,CZK,korona czeska,,0.1729,0.1763
C,052/C/NBP/2026,2026-03-17,2026-03-16,DKK,korona duńska,,0.5658,0.5772
C,052/C/NBP/2026,2026-03-17,2026-03-16,EUR,euro,,4.2273,4.3127
C,052/C/NBP/2026,2026-03-17,2026-03-16,GBP,funt szterling,,4.8924,4.9912
C,052/C/NBP/2026,2026-03-17,2026-03-16,HUF,forint (Węgry),,0.01083,0.011048
C,052/C/NBP/2026,2026-03-17,2026-03-16,JPY,jen (Japonia),,0.023119,0.023587
C,052/C/NBP/2026,2026-03-17,2026-03-16,NOK,korona norweska,,0.3793,0.3869
C,052/C/NBP/2026,2026-03-17,2026-03-16,SEK,korona szwedzka,,0.3927,0.4007
C,052/C/NBP/2026,2026-03-17,2026-03-16,USD,dolar amerykański,,3.6794,3.7538
C,052/C/NBP/2026,2026-03-17,2026-03-16,XDR,SDR (MFW),,5.0022,5.1032
A,053/A/NBP/2026,2026-03-18,,AUD,dolar australijski,2.6267,,
A,053/A/NBP/2026,2026-03-18,,BRL,real (Brazylia),0.7115,,
A,053/A/NBP/2026,2026-03-18,,CAD,dolar kanadyjski,2.6974,,
A,053/A/NBP/2026,2026-03-18,,CHF,frank szwajcarski,4.6982,,
A,053/A/NBP/2026,2026-03-18,,CLP,peso chilijskie,0.00407,,
A,053/A/NBP/2026,2026-03-18,,CNY,yuan renminbi (Chiny),0.5373,,
A,053/A/NBP/2026,2026-03-18,,CZK,korona czeska,0.1744,,
A,053/A/NBP/2026,2026-03-18,,DKK,korona duńska,0.5703,,
A,053/A/NBP/2026,2026-03-18,,EUR,euro,4.2613,,
A,053/A/NBP/2026,2026-03-18,,GBP,funt szterling,4.9338,,
A,053/A/NBP/2026,2026-03-18,,HKD,dolar Hongkongu,0.4711,,
A,053/A/NBP/2026,2026-03-18,,HUF,forint (Węgry),0.010964,,
A,053/A/NBP/2026,2026-03-18,,IDR,rupia indonezyjska,0.00021749,,
A,053/A/NBP/2026,2026-03-18,,ILS,nowy izraelski szekel,1.1968,,
A,053/A/NBP/2026,2026-03-18,,INR,rupia indyjska,0.039864,,
A,053/A/NBP/2026,2026-03-18,,ISK,korona islandzka,0.029758,,
A,053/A/NBP/2026,2026-03-18,,JPY,jen (Japonia),0.023236,,
A,053/A/NBP/2026,2026-03-18,,KRW,won południowokoreański,0.002481,,
A,053/A/NBP/2026,2026-03-18,,MXN,peso meksykańskie,0.2097,,
A,053/A/NBP/2026,2026-03-18,,MYR,ringgit (Malezja),0.9429,,
A,053/A/NBP/2026,2026-03-18,,NOK,korona norweska,0.3851,,
A,053/A/NBP/2026,2026-03-18,,NZD,dolar nowozelandzki,2.1653,,
A,053/A/NBP/2026,2026-03-18,,PHP,peso filipińskie,0.062,,
A,053/A/NBP/2026,2026-03-18,,RON,lej rumuński,0.8366,,
A,053/A/NBP/2026,2026-03-18,,SEK,korona szwedzka,0.3973,,
A,053/A/NBP/2026,2026-03-18,,SGD,dolar singapurski,2.8931,,
A,053/A/NBP/2026,2026-03-18,,THB,bat (Tajlandia),0.1141,,
A,053/A/NBP/2026,2026-03-18,,TRY,lira turecka,0.0832,,
A,053/A/NBP/2026,2026-03-18,,UAH,hrywna (Ukraina),0.084,,
A,053/A/NBP/2026,2026-03-18,,USD,dolar amerykański,3.693,,
A,053/A/NBP/2026,2026-03-18,,XDR,SDR (MFW),5.0266,,
A,053/A/NBP/2026,2026-03-18,,ZAR,rand (Republika Południowej Afryki),0.2221,,
B,011/B/NBP/2026,2026-03-18,,AED,dirham ZEA (Zjednoczone Emiraty Arabskie),1.0061,,
B,011/B/NBP/2026,2026-03-18,,AFN,afgani (Afganistan),0.057745,,
B,011/B/NBP/2026,2026-03-18,,ALL,lek (Albania),0.044356,,
B,011/B/NBP/2026,2026-03-18,,AMD,dram (Armenia),0.009801,,
B,011/B/NBP/2026,2026-03-18,,AOA,kwanza (Angola),0.004021,,
B,011/B/NBP/2026,2026-03-18,,ARS,peso argentyńskie,0.002646,,
B,011/B/NBP/2026,2026-03-18,,AWG,florin arubański,2.0413,,
B,011/B/NBP/2026,2026-03-18,,AZN,manat azerbejdżański,2.1735,,
B,011/B/NBP/2026,2026-03-18,,BAM,wymienialna marka (Bośnia i Hercegowina),2.1734,,
B,011/B/NBP/2026,2026-03-18,,BBD,dolar barbadoski,1.8346,,
B,011/B/NBP/2026,2026-03-18,,BDT,taka (Bangladesz),0.030114,,
B,011/B/NBP/2026,2026-03-18,,BHD,dinar bahrajski,9.7848,,
B,011/B/NBP/2026,2026-03-18,,BIF,frank burundyjski,0.001246,,
B,011/B/NBP/2026,2026-03-18,,BND,dolar brunejski,2.8936,,
B,011/B/NBP/2026,2026-03-18,,BOB,boliwiano (Boliwia),0.5336,,
B,011/B/NBP/2026,2026-03-18,,BSD,dolar bahamski,3.693,,
B,011/B/NBP/2026,2026-03-18,,BWP,pula (Botswana),0.2728,,
B,011/B/NBP/2026,2026-03-18,,BYN,rubel białoruski,1.2171,,
B,011/B/NBP/2026,2026-03-18,,BZD,dolar belizeński,1.8372,,
B,011/B/NBP/2026,2026-03-18,,CDF,frank kongijski (Dem. Republika Konga),0.0016,,
B,011/B/NBP/2026,2026-03-18,,COP,peso kolumbijskie,0.001,,
B,011/B/NBP/2026,2026-03-18,,CRC,colon kostarykański,0.007911,,
B,011/B/NBP/2026,2026-03-18,,CUP,peso kubańskie,3.693,,
B,011/B/NBP/2026,2026-03-18,,CVE,escudo Zielonego Przylądka,0.0385,,
B,011/B/NBP/2026,2026-03-18,,DJF,frank Dżibuti,0.02075,,
B,011/B/NBP/2026,2026-03-18,,DOP,peso dominikańskie,0.0611,,
B,011/B/NBP/2026,2026-03-18,,DZD,dinar algierski,0.027991,,
B,011/B/NBP/2026,2026-03-18,,EGP,funt egipski,0.0707,,
B,011/B/NBP/2026,2026-03-18,,ERN,nakfa (Erytrea),0.2451,,
B,011/B/NBP/2026,2026-03-18,,ETB,birr etiopski,0.0237,,
B,011/B/NBP/2026,2026-03-18,,FJD,dolar Fidżi,1.673,,
B,011/B/NBP/2026,2026-03-18,,GEL,lari (Gruzja),1.362,,
B,011/B/NBP/2026,2026-03-18,,GHS,Ghana cedi ,0.3391,,
B,011/B/NBP/2026,2026-03-18,,GIP,funt gibraltarski,4.9338,,
B,011/B/NBP/2026,2026-03-18,,GMD,dalasi (Gambia),0.0498,,
B,011/B/NBP/2026,2026-03-18,,GNF,frank gwinejski,0.000422,,
B,011/B/NBP/2026,2026-03-18,,GTQ,quetzal (Gwatemala),0.4824,,
B,011/B/NBP/2026,2026-03-18,,GYD,dolar gujański,0.017662,,
B,011/B/NBP/2026,2026-03-18,,HNL,lempira (Honduras),0.1396,,
B,011/B/NBP/2026,2026-03-18,,HTG,gourde (Haiti),0.0282,,
B,011/B/NBP/2026,2026-03-18,,IQD,dinar iracki,0.002821,,
B,011/B/NBP/2026,2026-03-18,,IRR,rial irański,2.81e-06,,
B,011/B/NBP/2026,2026-03-18,,JMD,dolar jamajski,0.0235,,
B,011/B/NBP/2026,2026-03-18,,JOD,dinar jordański,5.2116,,
B,011/B/NBP/2026,2026-03-18,,KES,szyling kenijski,0.028511,,
B,011/B/NBP/2026,2026-03-18,,KGS,som (Kirgistan),0.0422,,
B,011/B/NBP/2026,2026-03-18,,KHR,riel (Kambodża),0.000923,,
B,011/B/NBP/2026,2026-03-18,,KMF,frank Komorów,0.008644,,
B,011/B/NBP/2026,2026-03-18,,KWD,dinar kuwejcki,12.0512,,
B,011/B/NBP/2026,2026-03-18,,KZT,tenge (Kazachstan),0.007638,,
B,011/B/NBP/2026,2026-03-18,,LAK,kip (Laos),0.000172,,
B,011/B/NBP/2026,2026-03-18,,LBP,funt libański,4.1e-05,,
B,011/B/NBP/2026,2026-03-18,,LKR,rupia lankijska,0.011871,,
B,011/B/NBP/2026,2026-03-18,,LRD,dolar liberyjski,0.0202,,
B,011/B/NBP/2026,2026-03-18,,LSL,loti (Lesotho),0.2223,,
B,011/B/NBP/2026,2026-03-18,,LYD,dinar libijski,0.5787,,
B,011/B/NBP/2026,2026-03-18,,MAD,dirham marokański,0.3941,,
B,011/B/NBP/2026,2026-03-18,,MDL,lej Mołdawii,0.212,,
B,011/B/NBP/2026,2026-03-18,,MGA,ariary (Madagaskar),0.000887,,
B,011/B/NBP/2026,2026-03-18,,MKD,denar (Macedonia Północna),0.06907,,
B,011/B/NBP/2026,2026-03-18,,MMK,"kyat (Myanmar, Birma)",0.00176,,
B,011/B/NBP/2026,2026-03-18,,MNT,tugrik (Mongolia),0.001035,,
B,011/B/NBP/2026,2026-03-18,,MOP,pataca (Makau),0.4574,,
B,011/B/NBP/2026,2026-03-18,,MRU,ouguiya (Mauretania),0.0926,,
B,011/B/NBP/2026,2026-03-18,,MUR,rupia Mauritiusu,0.0794,,
B,011/B/NBP/2026,2026-03-18,,MVR,rupia (Malediwy),0.239,,
B,011/B/NBP/2026,2026-03-18,,MWK,kwacha malawijska,0.002131,,
B,011/B/NBP/2026,2026-03-18,,MZN,metical (Mozambik),0.0578,,
B,011/B/NBP/2026,2026-03-18,,NAD,dolar namibijski,0.2223,,
B,011/B/NBP/2026,2026-03-18,,NGN,naira (Nigeria),0.002733,,
B,011/B/NBP/2026,2026-03-18,,NIO,cordoba oro (Nikaragua),0.1004,,
B,011/B/NBP/2026,2026-03-18,,NPR,rupia nepalska,0.024973,,
B,011/B/NBP/2026,2026-03-18,,OMR,rial omański,9.5975,,
B,011/B/NBP/2026,2026-03-18,,PAB,balboa (Panama),3.693,,
B,011/B/NBP/2026,2026-03-18,,PEN,sol (Peru),1.0812,,
B,011/B/NBP/2026,2026-03-18,,PGK,kina (Papua-Nowa Gwinea),0.8565,,
B,011/B/NBP/2026,2026-03-18,,PKR,rupia pakistańska,0.0132,,
B,011/B/NBP/2026,2026-03-18,,PYG,guarani (Paragwaj),0.000572,,
B,011/B/NBP/2026,2026-03-18,,QAR,rial katarski,1.0109,,
B,011/B/NBP/2026,2026-03-18,,RSD,dinar serbski,0.0363,,
B,011/B/NBP/2026,2026-03-18,,RUB,rubel rosyjski,0.0444,,
B,011/B/NBP/2026,2026-03-18,,RWF,frank rwandyjski,0.002527,,
B,011/B/NBP/2026,2026-03-18,,SAR,rial saudyjski,0.9841,,
B,011/B/NBP/2026,2026-03-18,,SBD,dolar Wysp Salomona,0.4634,,
B,011/B/NBP/2026,2026-03-18,,SCR,rupia seszelska,0.269,,
B,011/B/NBP/2026,2026-03-18,,SDG,funt sudański,0.006157,,
B,011/B/NBP/2026,2026-03-18,,SLE,leone (Sierra Leone),0.1502,,
B,011/B/NBP/2026,2026-03-18,,SOS,szyling somalijski,0.006465,,
B,011/B/NBP/2026,2026-03-18,,SRD,dolar surinamski,0.0979,,
B,011/B/NBP/2026,2026-03-18,,SSP,funt południowosudański,0.00081,,
B,011/B/NBP/2026,2026-03-18,,STN,dobra (Wyspy Świętego Tomasza i Książęca),0.1722,,
B,011/B/NBP/2026,2026-03-18,,SVC,colon salwadorski,0.4221,,
B,011/B/NBP/2026,2026-03-18,,SYP,funt syryjski,0.031992,,
B,011/B/NBP/2026,2026-03-18,,SZL,lilangeni (Eswatini),0.2223,,
B,011/B/NBP/2026,2026-03-18,,TJS,somoni (Tadżykistan),0.3858,,
B,011/B/NBP/2026,2026-03-18,,TMT,nowy manat (Turkmenistan),1.0561,,
B,011/B/NBP/2026,2026-03-18,,TND,dinar tunezyjski,1.2591,,
B,011/B/NBP/2026,2026-03-18,,TOP,pa'anga (Tonga),1.5667,,
B,011/B/NBP/2026,2026-03-18,,TTD,dolar Trynidadu i Tobago,0.5447,,
B,011/B/NBP/2026,2026-03-18,,TWD,nowy dolar tajwański,0.116,,
B,011/B/NBP/2026,2026-03-18,,TZS,szyling tanzański,0.001418,,
B,011/B/NBP/2026,2026-03-18,,UGX,szyling ugandyjski,0.000983,,
B,011/B/NBP/2026,2026-03-18,,UYU,peso urugwajskie,0.0912,,
B,011/B/NBP/2026,2026-03-18,,UZS,sum (Uzbekistan),0.000303,,
B,011/B/NBP/2026,2026-03-18,,VES,boliwar soberano (Wenezuela),0.0082,,
B,011/B/NBP/2026,2026-03-18,,VND,dong (Wietnam),0.00014042,,
B,011/B/NBP/2026,2026-03-18,,VUV,vatu (Vanuatu),0.03072,,
B,011/B/NBP/2026,2026-03-18,,WST,tala (Samoa),1.3658,,
B,011/B/NBP/2026,2026-03-18,,XAF,frank CFA BEAC,0.006402,,
B,011/B/NBP/2026,2026-03-18,,XCD,dolar wschodniokaraibski,1.3658,,
B,011/B/NBP/2026,2026-03-18,,XCG,gulden karaibski,2.0502,,
B,011/B/NBP/2026,2026-03-18,,XOF,frank CFA BCEAO ,0.006471,,
B,011/B/NBP/2026,2026-03-18,,XPF,frank CFP  ,0.03571,,
B,011/B/NBP/2026,2026-03-18,,YER,rial jemeński,0.015496,,
B,011/B/NBP/2026,2026-03-18,,ZMW,kwacha zambijska,0.1894,,
B,011/B/NBP/2026,2026-03-18,,ZWG,złoto Zimbabwe,0.1463,,
C,053/C/NBP/2026,2026-03-18,2026-03-17,AUD,dolar australijski,,2.596,2.6484
C,053/C/NBP/2026,2026-03-18,2026-03-17,CAD,dolar kanadyjski,,2.6679,2.7217
C,053/C/NBP/2026,2026-03-18,2026-03-17,CHF,frank szwajcarski,,4.6493,4.7433
C,053/C/NBP/2026,2026-03-18,2026-03-17,CZK,korona czeska,,0.1726,0.176
C,053/C/NBP/2026,2026-03-18,2026-03-17,DKK,korona duńska,,0.5642,0.5756
C,053/C/NBP/2026,2026-03-18,2026-03-17,EUR,euro,,4.2155,4.3007
C,053/C/NBP/2026,2026-03-18,2026-03-17,GBP,funt szterling,,4.8788,4.9774
C,053/C/NBP/2026,2026-03-18,2026-03-17,HUF,forint (Węgry),,0.010842,0.011062
C,053/C/NBP/2026,2026-03-18,2026-03-17,JPY,jen (Japonia),,0.022998,0.023462
C,053/C/NBP/2026,2026-03-18,2026-03-17,NOK,korona norweska,,0.3808,0.3884
C,053/C/NBP/2026,2026-03-18,2026-03-17,SEK,korona szwedzka,,0.3942,0.4022
C,053/C/NBP/2026,2026-03-18,2026-03-17,USD,dolar amerykański,,3.655,3.7288
C,053/C/NBP/2026,2026-03-18,2026-03-17,XDR,SDR (MFW),,4.9899,5.0907
A,054/A/NBP/2026,2026-03-19,,AUD,dolar australijski,2.6302,,
A,054/A/NBP/2026,2026-03-19,,BRL,real (Brazylia),0.71,,
A,054/A/NBP/2026,2026-03-19,,CAD,dolar kanadyjski,2.7137,,
A,054/A/NBP/2026,2026-03-19,,CHF,frank szwajcarski,4.6956,,
A,054/A/NBP/2026,2026-03-19,,CLP,peso chilijskie,0.004057,,
A,054/A/NBP/2026,2026-03-19,,CNY,yuan renminbi (Chiny),0.5404,,
A,054/A/NBP/2026,2026-03-19,,CZK,korona czeska,0.1747,,
A,054/A/NBP/2026,2026-03-19,,DKK,korona duńska,0.5725,,
A,054/A/NBP/2026,2026-03-19,,EUR,euro,4.2782,,
A,054/A/NBP/2026,2026-03-19,,GBP,funt szterling,4.9508,,
A,054/A/NBP/2026,2026-03-19,,HKD,dolar Hongkongu,0.4758,,
A,054/A/NBP/2026,2026-03-19,,HUF,forint (Węgry),0.010901,,
A,054/A/NBP/2026,2026-03-19,,IDR,rupia indonezyjska,0.00021948,,
A,054/A/NBP/2026,2026-03-19,,ILS,nowy izraelski szekel,1.1975,,
A,054/A/NBP/2026,2026-03-19,,INR,rupia indyjska,0.039978,,
A,054/A/NBP/2026,2026-03-19,,ISK,korona islandzka,0.029876,,
A,054/A/NBP/2026,2026-03-19,,JPY,jen (Japonia),0.023415,,
A,054/A/NBP/2026,2026-03-19,,KRW,won południowokoreański,0.002489,,
A,054/A/NBP/2026,2026-03-19,,MXN,peso meksykańskie,0.2095,,
A,054/A/NBP/2026,2026-03-19,,MYR,ringgit (Malezja),0.9461,,
A,054/A/NBP/2026,2026-03-19,,NOK,korona norweska,0.3889,,
A,054/A/NBP/2026,2026-03-19,,NZD,dolar nowozelandzki,2.1697,,
A,054/A/NBP/2026,2026-03-19,,PHP,peso filipińskie,0.062,,
A,054/A/NBP/2026,2026-03-19,,RON,lej rumuński,0.8394,,
A,054/A/NBP/2026,2026-03-19,,SEK,korona szwedzka,0.3967,,
A,054/A/NBP/2026,2026-03-19,,SGD,dolar singapurski,2.9064,,
A,054/A/NBP/2026,2026-03-19,,THB,bat (Tajlandia),0.1137,,
A,054/A/NBP/2026,2026-03-19,,TRY,lira turecka,0.0841,,
A,054/A/NBP/2026,2026-03-19,,UAH,hrywna (Ukraina),0.0848,,
A,054/A/NBP/2026,2026-03-19,,USD,dolar amerykański,3.727,,
A,054/A/NBP/2026,2026-03-19,,XDR,SDR (MFW),5.0679,,
A,054/A/NBP/2026,2026-03-19,,ZAR,rand (Republika Południowej Afryki),0.2208,,
C,054/C/NBP/2026,2026-03-19,2026-03-18,AUD,dolar australijski,,2.5992,2.6518
C,054/C/NBP/2026,2026-03-19,2026-03-18,CAD,dolar kanadyjski,,2.6815,2.7357
C,054/C/NBP/2026,2026-03-19,2026-03-18,CHF,frank szwajcarski,,4.6576,4.7516
C,054/C/NBP/2026,2026-03-19,2026-03-18,CZK,korona czeska,,0.173,0.1764
C,054/C/NBP/2026,2026-03-19,2026-03-18,DKK,korona duńska,,0.566,0.5774
C,054/C/NBP/2026,2026-03-19,2026-03-18,EUR,euro,,4.2298,4.3152
C,054/C/NBP/2026,2026-03-19,2026-03-18,GBP,funt szterling,,4.8942,4.993
C,054/C/NBP/2026,2026-03-19,2026-03-18,HUF,forint (Węgry),,0.010793,0.011011
C,054/C/NBP/2026,2026-03-19,2026-03-18,JPY,jen (Japonia),,0.023035,0.023501
C,054/C/NBP/2026,2026-03-19,2026-03-18,NOK,korona norweska,,0.3839,0.3917
C,054/C/NBP/2026,2026-03-19,2026-03-18,SEK,korona szwedzka,,0.3932,0.4012
C,054/C/NBP/2026,2026-03-19,2026-03-18,USD,dolar amerykański,,3.6728,3.747
C,054/C/NBP/2026,2026-03-19,2026-03-18,XDR,SDR (MFW),,4.9894,5.0902
A,055/A/NBP/2026,2026-03-20,,AUD,dolar australijski,2.6163,,
A,055/A/NBP/2026,2026-03-20,,BRL,real (Brazylia),0.7093,,
A,055/A/NBP/2026,2026-03-20,,CAD,dolar kanadyjski,2.6993,,
A,055/A/NBP/2026,2026-03-20,,CHF,frank szwajcarski,4.6969,,
A,055/A/NBP/2026,2026-03-20,,CLP,peso chilijskie,0.004054,,
A,055/A/NBP/2026,2026-03-20,,CNY,yuan renminbi (Chiny),0.5376,,
A,055/A/NBP/2026,2026-03-20,,CZK,korona czeska,0.1745,,
A,055/A/NBP/2026,2026-03-20,,DKK,korona duńska,0.5724,,
A,055/A/NBP/2026,2026-03-20,,EUR,euro,4.2768,,
A,055/A/NBP/2026,2026-03-20,,GBP,funt szterling,4.9557,,
A,055/A/NBP/2026,2026-03-20,,HKD,dolar Hongkongu,0.4726,,
A,055/A/NBP/2026,2026-03-20,,HUF,forint (Węgry),0.010889,,
A,055/A/NBP/2026,2026-03-20,,IDR,rupia indonezyjska,0.00021809,,
A,055/A/NBP/2026,2026-03-20,,ILS,nowy izraelski szekel,1.1908,,
A,055/A/NBP/2026,2026-03-20,,INR,rupia indyjska,0.039506,,
A,055/A/NBP/2026,2026-03-20,,ISK,korona islandzka,0.029741,,
A,055/A/NBP/2026,2026-03-20,,JPY,jen (Japonia),0.023316,,
A,055/A/NBP/2026,2026-03-20,,KRW,won południowokoreański,0.002473,,
A,055/A/NBP/2026,2026-03-20,,MXN,peso meksykańskie,0.2079,,
A,055/A/NBP/2026,2026-03-20,,MYR,ringgit (Malezja),0.94,,
A,055/A/NBP/2026,2026-03-20,,NOK,korona norweska,0.3877,,
A,055/A/NBP/2026,2026-03-20,,NZD,dolar nowozelandzki,2.1714,,
A,055/A/NBP/2026,2026-03-20,,PHP,peso filipińskie,0.0619,,
A,055/A/NBP/2026,2026-03-20,,RON,lej rumuński,0.8394,,
A,055/A/NBP/2026,2026-03-20,,SEK,korona szwedzka,0.397,,
A,055/A/NBP/2026,2026-03-20,,SGD,dolar singapurski,2.8927,,
A,055/A/NBP/2026,2026-03-20,,THB,bat (Tajlandia),0.113,,
A,055/A/NBP/2026,2026-03-20,,TRY,lira turecka,0.0836,,
A,055/A/NBP/2026,2026-03-20,,UAH,hrywna (Ukraina),0.0844,,
A,055/A/NBP/2026,2026-03-20,,USD,dolar amerykański,3.7032,,
A,055/A/NBP/2026,2026-03-20,,XDR,SDR (MFW),5.0574,,
A,055/A/NBP/2026,2026-03-20,,ZAR,rand (Republika Południowej Afryki),0.2185,,
C,055/C/NBP/2026,2026-03-20,2026-03-19,AUD,dolar australijski,,2.5887,2.6409
C,055/C/NBP/2026,2026-03-20,2026-03-19,CAD,dolar kanadyjski,,2.6767,2.7307
C,055/C/NBP/2026,2026-03-20,2026-03-19,CHF,frank szwajcarski,,4.6402,4.734
C,055/C/NBP/2026,2026-03-20,2026-03-19,CZK,korona czeska,,0.1729,0.1763
C,055/C/NBP/2026,2026-03-20,2026-03-19,DKK,korona duńska,,0.5664,0.5778
C,055/C/NBP/2026,2026-03-20,2026-03-19,EUR,euro,,4.2315,4.3169
C,055/C/NBP/2026,2026-03-20,2026-03-19,GBP,funt szterling,,4.9103,5.0095
C,055/C/NBP/2026,2026-03-20,2026-03-19,HUF,forint (Węgry),,0.010797,0.011015
C,055/C/NBP/2026,2026-03-20,2026-03-19,JPY,jen (Japonia),,0.0232,0.023668
C,055/C/NBP/2026,2026-03-20,2026-03-19,NOK,korona norweska,,0.3859,0.3937
C,055/C/NBP/2026,2026-03-20,2026-03-19,SEK,korona szwedzka,,0.3927,0.4007
C,055/C/NBP/2026,2026-03-20,2026-03-19,USD,dolar amerykański,,3.6743,3.7485
C,055/C/NBP/2026,2026-03-20,2026-03-19,XDR,SDR (MFW),,5.0126,5.1138
A,056/A/NBP/2026,2026-03-23,,AUD,dolar australijski,2.589,,
A,056/A/NBP/2026,2026-03-23,,BRL,real (Brazylia),0.7018,,
A,056/A/NBP/2026,2026-03-23,,CAD,dolar kanadyjski,2.7122,,
A,056/A/NBP/2026,2026-03-23,,CHF,frank szwajcarski,4.7032,,
A,056/A/NBP/2026,2026-03-23,,CLP,peso chilijskie,0.004018,,
A,056/A/NBP/2026,2026-03-23,,CNY,yuan renminbi (Chiny),0.5396,,
A,056/A/NBP/2026,2026-03-23,,CZK,korona czeska,0.1748,,
A,056/A/NBP/2026,2026-03-23,,DKK,korona duńska,0.5737,,
A,056/A/NBP/2026,2026-03-23,,EUR,euro,4.2867,,
A,056/A/NBP/2026,2026-03-23,,GBP,funt szterling,4.9486,,
A,056/A/NBP/2026,2026-03-23,,HKD,dolar Hongkongu,0.4763,,
A,056/A/NBP/2026,2026-03-23,,HUF,forint (Węgry),0.010861,,
A,056/A/NBP/2026,2026-03-23,,IDR,rupia indonezyjska,0.00021962,,
A,056/A/NBP/2026,2026-03-23,,ILS,nowy izraelski szekel,1.185,,
A,056/A/NBP/2026,2026-03-23,,INR,rupia indyjska,0.039686,,
